Date,Chat Name,Creator,Exchanges,Symbol,Status,Leverage,Direction,Last Target,Duration,Signal Gained Profit %,Entry Targets % Filled,Number of Filled Entry Targets,Filled Average Entry Price,Number of Entry Targets,Entry Zone Range,Average Entry Price,TP1 Price,TP2 Price,TP3 Price,TP4 Price,TP5 Price,TP6 Price,TP7 Price,TP8 Price,TP9 Price,TP10 Price,Stop Loss Price
2026-04-09 15:54:29,PnLTactics,,"Binance Futures, BingX Futures, BloFin Futures, HyperLiquid Futures, KuCoin Futures, ByBit USDT, OKX Futures, Bitget Futures",BNB/USDT,Stopped Out,Isolated (6.0X),Long,0,7 hr 38 min,-3.9048,100.0,2,606.95,2,606.9-608.4,607.65,,,,,,,,,,,603.0
2026-04-09 15:33:18,PnLTactics,,"HyperLiquid Futures, KuCoin Futures, OKX Futures, BloFin Futures, BingX Futures, ByBit USDT, Bitget Futures, Binance Futures",ARB/USDT,Stopped Out,Isolated (6.0X),Long,0,1 hr 14 min,-6.244,100.0,2,0.10378,2,0.1038-0.1043,0.10405,,,,,,,,,,,0.1027
2026-04-09 15:27:04,PnLTactics,,"BloFin Futures, HyperLiquid Futures, OKX Futures, ByBit USDT, KuCoin Futures, BingX Futures, Bitget Futures, Binance Futures",ARB/USDT,All Targets Achieved,Isolated (6.0X),Long,3,6 hr 49 min,20.3291,100.0,2,0.1033,2,0.1034-0.104,0.1037,0.1052,0.1067,0.1085,,,,,,,,
2026-04-09 15:20:23,PnLTactics,,"HyperLiquid Futures, KuCoin Futures, Bitget Futures, OKX Futures, ByBit USDT, BloFin Futures, Binance Futures, BingX Futures",ARB/USDT,Partial Targets Achieved,Isolated (6.0X),Long,1,1 hr 7 min,4.5701,100.0,2,0.10328,2,0.1032-0.104,0.1036,0.105,,,,,,,,,,0.1036
2026-04-09 12:26:53,PnLTactics,,"Binance Futures, KuCoin Futures, ByBit USDT, Bitget Futures",MAGMA/USDT,All Targets Achieved,Isolated (7.0X),Long,3,2 min,50.9172,100.0,2,0.15118,2,0.15192-0.15366,0.15278999999999998,0.1599,0.16673,,,,,,,,,0.1599
2026-04-09 10:44:24,PnLTactics,,"Binance Futures, Bitget Futures, ByBit USDT, BloFin Futures",RED/USDT,Stopped Out,Isolated (7.0X),Short,0,1 hr 13 min,-12.4887,100.0,2,0.16535,2,0.1623-0.1654,0.16385,,,,,,,,,,,0.1683
2026-04-09 10:14:57,PnLTactics,,"KuCoin Futures, Bitget Futures, ByBit USDT, Binance Futures",MAGMA/USDT,Stopped Out,Isolated (7.0X),Long,0,24 min,-16.101,100.0,2,0.15173,2,0.15282-0.1578,0.15531,,,,,,,,,,,0.14824
2026-04-09 10:10:18,PnLTactics,,"ByBit USDT, OKX Futures, KuCoin Futures, BingX Futures, Binance Futures, BloFin Futures, Bitget Futures",BLUR/USDT,Stopped Out,Isolated (7.0X),Long,0,43 min,-23.0396,100.0,2,0.024351499999999998,2,0.02428-0.02477,0.024524999999999998,,,,,,,,,,,0.02355
2026-04-09 10:05:10,PnLTactics,,"Binance Futures, ByBit USDT, Bitget Futures, KuCoin Futures",MAGMA/USDT,Partial Targets Achieved,Isolated (7.0X),Long,2,5 min,48.1055,100.0,2,0.15211,2,0.15228-0.1578,0.15504,0.16028,0.16713,,,,,,,,,0.16028
2026-04-09 10:03:33,PnLTactics,,"OKX Futures, ByBit USDT, KuCoin Futures, BingX Futures, BloFin Futures, Binance Futures, Bitget Futures",BLUR/USDT,Stopped Out,Isolated (7.0X),Long,0,50 min,-22.9154,100.0,2,0.024285,2,0.02422-0.02477,0.024495,,,,,,,,,,,0.02349
2026-04-09 09:09:50,PnLTactics,,"Bitget Futures, Binance Futures, BloFin Futures, ByBit USDT",RED/USDT,Stopped Out,Isolated (7.0X),Short,0,2 hr 56 min,-13.8989,100.0,2,0.1662,2,0.1621-0.1662,0.16415,,,,,,,,,,,0.1695
2026-04-09 09:02:56,PnLTactics,,"Binance Futures, KuCoin Futures, Bitget Futures",JOE/USDT,Stopped Out,Isolated (7.0X),Short,0,56 min,-18.0887,100.0,2,0.051275,2,0.051-0.0513,0.05115,,,,,,,,,,,0.0526
2026-04-09 08:29:07,PnLTactics,,"Bitget Futures, Binance Futures, BloFin Futures, ByBit USDT",RED/USDT,Stopped Out,Isolated (7.0X),Short,0,3 hr 36 min,-14.8036,100.0,2,0.1655,2,0.1632-0.1655,0.16435,,,,,,,,,,,0.169
2026-04-09 08:11:59,PnLTactics,,"Bitget Futures, Binance Futures, BloFin Futures, ByBit USDT",RED/USDT,Stopped Out,Isolated (6.0X),Short,0,5 hr 13 min,-12.5899,100.0,2,0.1668,2,0.1621-0.1668,0.16444999999999999,,,,,,,,,,,0.1703
2026-04-09 07:56:40,PnLTactics,,"BloFin Futures, Binance Futures, Bitget Futures, ByBit USDT",RED/USDT,Stopped Out,Isolated (7.0X),Short,0,8 min,-10.084,100.0,2,0.1666,2,0.1635-0.1658,0.16465000000000002,,,,,,,,,,,0.169
2026-04-09 07:49:10,PnLTactics,,"Bitget Futures, Binance Futures, BloFin Futures, ByBit USDT",RED/USDT,Stopped Out,Isolated (7.0X),Short,0,16 min,-13.7754,100.0,2,0.16515000000000002,2,0.1635-0.1652,0.16435,,,,,,,,,,,0.1684
2026-04-09 07:42:03,PnLTactics,,"BloFin Futures, Bitget Futures, Binance Futures, ByBit USDT",RED/USDT,Stopped Out,Isolated (6.0X),Short,0,23 min,-8.125,100.0,2,0.16763,2,0.1632-0.1668,0.165,,,,,,,,,,,0.1699
2026-04-09 07:29:01,PnLTactics,,"Bitget Futures, BloFin Futures, Binance Futures, ByBit USDT",RED/USDT,Stopped Out,Isolated (6.0X),Short,0,36 min,-11.7012,100.0,2,0.16665,2,0.1633-0.1667,0.16499999999999998,,,,,,,,,,,0.1699
2026-04-09 07:04:41,PnLTactics,,"Bitget Futures, Binance Futures, BloFin Futures, ByBit USDT",RED/USDT,Stopped Out,Isolated (6.0X),Short,0,8 hr 32 min,-11.8209,100.0,2,0.1675,2,0.1636-0.1675,0.16555,,,,,,,,,,,0.1708
2026-04-09 06:56:07,PnLTactics,,"Bitget Futures, BloFin Futures, Binance Futures, ByBit USDT",RED/USDT,Stopped Out,Isolated (7.0X),Short,0,1 hr 9 min,-15.3684,100.0,2,0.16625,2,0.1659-0.1666,0.16625,,,,,,,,,,,0.1699
2026-04-09 06:48:33,PnLTactics,,"Binance Futures, Bitget Futures, BloFin Futures, ByBit USDT",RED/USDT,Stopped Out,Isolated (6.0X),Short,0,8 hr 49 min,-11.4422,100.0,2,0.1678,2,0.1659-0.1677,0.1668,,,,,,,,,,,0.171
2026-04-09 06:39:47,PnLTactics,,"Bitget Futures, Binance Futures, BloFin Futures, ByBit USDT",RED/USDT,Stopped Out,Isolated (6.0X),Short,0,9 hr 7 min,-12.4703,100.0,2,0.1684,2,0.1669-0.1686,0.16775,,,,,,,,,,,0.1719
2026-04-09 06:28:49,PnLTactics,,"BloFin Futures, Bitget Futures, Binance Futures, ByBit USDT",RED/USDT,Stopped Out,Isolated (6.0X),Short,0,9 hr 18 min,-7.8362,100.0,2,0.16998,2,0.1668-0.1689,0.16785,,,,,,,,,,,0.1722
2026-04-09 04:57:55,PnLTactics,,"Bitget Futures, Binance Futures, BloFin Futures, ByBit USDT",RED/USDT,Stopped Out,Isolated (6.0X),Short,0,38 min,-13.0318,100.0,2,0.16804999999999998,2,0.1639-0.1682,0.16604999999999998,,,,,,,,,,,0.1717
2026-04-09 04:29:26,PnLTactics,,"Bitget Futures, Binance Futures, BloFin Futures, ByBit USDT",RED/USDT,Stopped Out,Isolated (6.0X),Short,0,11 hr 24 min,-13.3175,100.0,2,0.16895,2,0.1633-0.169,0.16615000000000002,,,,,,,,,,,0.1727
2026-04-09 03:41:54,PnLTactics,,"BloFin Futures, OKX Futures, KuCoin Futures, ByBit USDT, Binance Futures, Bitget Futures",MON/USDT,Stopped Out,Isolated (7.0X),Short,0,2 hr 5 min,-12.9936,100.0,2,0.02963,2,0.02888-0.02963,0.029255,,,,,,,,,,,0.03018
2026-04-09 03:15:15,PnLTactics,,"BloFin Futures, ByBit USDT, OKX Futures, Bitget Futures, Binance Futures, KuCoin Futures",MON/USDT,Stopped Out,Isolated (7.0X),Short,0,2 hr 42 min,-13.887,100.0,2,0.02974,2,0.02893-0.02974,0.029335,,,,,,,,,,,0.03033
2026-04-09 02:14:54,PnLTactics,,"ByBit USDT, Bitget Futures, KuCoin Futures, Binance Futures, OKX Futures, BloFin Futures",MON/USDT,Stopped Out,Isolated (7.0X),Short,0,3 hr 45 min,-15.2276,100.0,2,0.02988,2,0.02905-0.02989,0.02947,,,,,,,,,,,0.03053
2026-04-09 01:25:09,PnLTactics,,"Bitget Futures, Binance Futures, BloFin Futures, ByBit USDT",RED/USDT,Stopped Out,Isolated (6.0X),Short,0,36 min,-12.0141,100.0,2,0.1698,2,0.1625-0.169,0.16575,,,,,,,,,,,0.1732
2026-04-09 01:13:09,PnLTactics,,"OKX Futures, BingX Futures, ByBit USDT, Binance Futures, BloFin Futures, HyperLiquid Futures, Bitget Futures, KuCoin Futures",ETH/USDT,Stopped Out,Isolated (6.0X),Short,0,4 hr 24 min,-4.3947,100.0,2,2169.41,2,2165.8-2169.4,2167.6000000000004,,,,,,,,,,,2185.3
2026-04-09 01:07:26,PnLTactics,,"Binance Futures, Bitget Futures, BloFin Futures, ByBit USDT",RED/USDT,Stopped Out,Isolated (6.0X),Short,0,51 min,-15.3938,100.0,2,0.1676,2,0.1616-0.1676,0.1646,,,,,,,,,,,0.1719
2026-04-09 00:44:52,PnLTactics,,"Bitget Futures, Binance Futures, ByBit USDT, BloFin Futures",RED/USDT,Stopped Out,Isolated (6.0X),Short,0,1 hr 17 min,-14.8497,100.0,2,0.1697,2,0.1651-0.1695,0.1673,,,,,,,,,,,0.1739
2026-04-09 00:42:32,PnLTactics,,"HyperLiquid Futures, ByBit USDT, KuCoin Futures, BloFin Futures, OKX Futures, BingX Futures, Bitget Futures, Binance Futures",BNB/USDT,Stopped Out,Isolated (7.0X),Short,0,12 hr 17 min,-4.7897,100.0,2,599.2,2,597.2-599.4,598.3,,,,,,,,,,,603.3
2026-04-09 00:37:28,PnLTactics,,"OKX Futures, BingX Futures, BloFin Futures, ByBit USDT, Binance Futures, Bitget Futures, KuCoin Futures",HBAR/USDT,Stopped Out,Isolated (6.0X),Short,0,2 hr 47 min,-3.4655,100.0,2,0.0883,2,0.08802-0.08824,0.08813,,,,,,,,,,,0.08881
2026-04-09 00:35:02,PnLTactics,,"Binance Futures, Bitget Futures, BloFin Futures, ByBit USDT",RED/USDT,Stopped Out,Isolated (6.0X),Short,0,1 hr 27 min,-14.8585,100.0,2,0.1696,2,0.1651-0.1694,0.16725,,,,,,,,,,,0.1738
2026-04-09 00:25:05,PnLTactics,,"BloFin Futures, ByBit USDT, Bitget Futures, Binance Futures",RED/USDT,All Targets Achieved,Isolated (6.0X),Short,3,1 day 23 hr,62.2326,100.0,1,0.17621,1,0.172-0.172,0.172,0.1645,0.1584,0.1509,,,,,,,,
2026-04-09 00:05:48,PnLTactics,,"OKX Futures, HyperLiquid Futures, BingX Futures, ByBit USDT, Bitget Futures, BloFin Futures, KuCoin Futures, Binance Futures",BNB/USDT,Stopped Out,Isolated (7.0X),Short,0,15 hr 28 min,-4.838,100.0,2,600.45,2,598.4-600.6,599.5,,,,,,,,,,,604.6
2026-04-08 23:53:23,PnLTactics,,"BloFin Futures, Binance Futures, Bitget Futures, ByBit USDT",RED/USDT,Partial Targets Achieved,Isolated (6.0X),Short,1,8 min,8.5985,100.0,2,0.1791,2,0.1765-0.1791,0.1778,0.174,,,,,,,,,,0.1778
2026-04-08 23:44:28,PnLTactics,,"BingX Futures, BloFin Futures, KuCoin Futures, Binance Futures",TRU/USDT,Stopped Out,Isolated (7.0X),Short,0,3 hr 26 min,-12.8238,100.0,2,0.007915,2,0.00779-0.00792,0.007855000000000001,,,,,,,,,,,0.00806
2026-04-08 23:42:17,PnLTactics,,"Bitget Futures, Binance Futures, BloFin Futures, ByBit USDT",RED/USDT,Partial Targets Achieved,Isolated (7.0X),Short,1,19 min,7.1855,100.0,2,0.1786,2,0.1783-0.1786,0.17845,0.1734,,,,,,,,,,0.17845
2026-04-08 23:28:42,PnLTactics,,"KuCoin Futures, Binance Futures, Bitget Futures",JOE/USDT,Partial Targets Achieved,Isolated (7.0X),Short,1,2 hr 37 min,17.9351,100.0,2,0.052820000000000006,2,0.0514-0.0529,0.05215,0.0501,,,,,,,,,,0.05215
2026-04-08 23:25:00,PnLTactics,,"HyperLiquid Futures, BingX Futures, Bitget Futures, OKX Futures, KuCoin Futures, BloFin Futures, ByBit USDT, Binance Futures",BNB/USDT,Stopped Out,Isolated (7.0X),Short,0,16 hr 9 min,-3.7228,100.0,2,601.7,2,601.0-602.4,601.7,,,,,,,,,,,604.9
2026-04-08 22:43:10,PnLTactics,,"BingX Futures, BloFin Futures, KuCoin Futures, Binance Futures",TRU/USDT,Stopped Out,Isolated (7.0X),Short,0,4 hr 27 min,-13.6736,100.0,2,0.007935,2,0.00786-0.00794,0.0079,,,,,,,,,,,0.00809
2026-04-08 22:34:11,PnLTactics,,"HyperLiquid Futures, KuCoin Futures, ByBit USDT, BloFin Futures, Binance Futures, BingX Futures, Bitget Futures, OKX Futures",ARB/USDT,Stopped Out,Isolated (7.0X),Long,0,28 min,-9.4022,100.0,2,0.10572000000000001,2,0.1056-0.1076,0.1066,,,,,,,,,,,0.1043
2026-04-08 21:12:25,PnLTactics,,"OKX Futures, BingX Futures, ByBit USDT, Binance Futures, Bitget Futures, BloFin Futures, KuCoin Futures",HBAR/USDT,Partial Targets Achieved,Isolated (7.0X),Short,1,5 hr 20 min,4.9143,100.0,2,0.08902499999999999,2,0.08812-0.08903,0.088575,0.08805,,,,,,,,,,0.088575
2026-04-08 21:10:31,PnLTactics,,"BingX Futures, KuCoin Futures, BloFin Futures, Binance Futures",TRU/USDT,Stopped Out,Isolated (7.0X),Short,0,1 hr 9 min,-12.7914,100.0,2,0.007935,2,0.00783-0.00794,0.007885,,,,,,,,,,,0.00808
2026-04-08 21:00:21,PnLTactics,,"BloFin Futures, Bitget Futures, Binance Futures, BingX Futures, ByBit USDT, KuCoin Futures, OKX Futures",DASH/USDT,Stopped Out,Isolated (7.0X),Short,0,17 min,-7.1873,100.0,2,32.14,2,31.84-32.13,31.985,,,,,,,,,,,32.47
2026-04-08 20:45:37,PnLTactics,,"OKX Futures, ByBit USDT, BloFin Futures, BingX Futures, Bitget Futures, KuCoin Futures, Binance Futures",XLM/USDT,Stopped Out,Isolated (7.0X),Short,0,40 min,-4.7251,100.0,2,0.157775,2,0.15704-0.15781,0.157425,,,,,,,,,,,0.15884
2026-04-08 20:42:48,PnLTactics,,"HyperLiquid Futures, Binance Futures",1000SHIB/USDT,Stopped Out,Isolated (7.0X),Short,0,39 min,-4.6988,100.0,2,0.005959,2,0.005939-0.00596,0.0059495,,,,,,,,,,,0.005999
2026-04-08 20:30:15,PnLTactics,,"OKX Futures, ByBit USDT, BingX Futures, BloFin Futures, Binance Futures, Bitget Futures, KuCoin Futures",HBAR/USDT,Partial Targets Achieved,Isolated (7.0X),Short,1,7 hr 3 min,3.747,100.0,2,0.08905,2,0.08864-0.08903,0.088835,0.08805,,,,,,,,,,0.088835
2026-04-08 20:12:34,PnLTactics,,"BingX Futures, OKX Futures, Binance Futures, BloFin Futures, ByBit USDT, Bitget Futures, KuCoin Futures",HBAR/USDT,Partial Targets Achieved,Isolated (7.0X),Short,1,7 hr 29 min,4.3892,100.0,2,0.08931,2,0.08873-0.08925,0.08899,0.08827,,,,,,,,,,0.08899
2026-04-08 20:08:04,PnLTactics,,"KuCoin Futures, BingX Futures, Binance Futures, BloFin Futures",TRU/USDT,Stopped Out,Isolated (7.0X),Short,0,2 hr 12 min,-8.75,100.0,2,0.008,2,0.0078-0.00795,0.007875,,,,,,,,,,,0.0081
2026-04-08 20:06:30,PnLTactics,,"BingX Futures, BloFin Futures, OKX Futures, KuCoin Futures, Bitget Futures, Binance Futures, ByBit USDT",HBAR/USDT,Partial Targets Achieved,Isolated (7.0X),Short,1,7 hr 37 min,3.9978,100.0,2,0.08929999999999999,2,0.08873-0.08931,0.08902,0.08833,,,,,,,,,,0.08902
2026-04-08 19:59:47,PnLTactics,,"KuCoin Futures, BloFin Futures, Binance Futures, BingX Futures",TRU/USDT,Stopped Out,Isolated (7.0X),Short,0,7 hr 11 min,-12.2807,100.0,2,0.00798,2,0.00781-0.00796,0.007885,,,,,,,,,,,0.00812
2026-04-08 19:45:12,PnLTactics,,"BingX Futures, BloFin Futures, OKX Futures, KuCoin Futures, Binance Futures, Bitget Futures, ByBit USDT",HBAR/USDT,Partial Targets Achieved,Isolated (7.0X),Short,1,7 hr 58 min,4.4661,100.0,2,0.08934,2,0.08871-0.08932,0.089015,0.08828,,,,,,,,,,0.089015
2026-04-08 19:29:38,PnLTactics,,"BloFin Futures, ByBit USDT, BingX Futures, Binance Futures, Bitget Futures, OKX Futures, KuCoin Futures",XLM/USDT,Stopped Out,Isolated (7.0X),Short,0,1 hr 57 min,-5.2545,100.0,2,0.157865,2,0.15669-0.1579,0.15729500000000002,,,,,,,,,,,0.15905
2026-04-08 19:27:19,PnLTactics,,"Bitget Futures, BloFin Futures, Binance Futures, BingX Futures, OKX Futures, ByBit USDT, KuCoin Futures",RENDER/USDT,Partial Targets Achieved,Isolated (7.0X),Short,1,6 hr 49 min,7.0637,100.0,2,2.0149999999999997,2,1.994-2.016,2.005,1.974,,,,,,,,,,2.005
2026-04-08 19:03:01,PnLTactics,,"HyperLiquid Futures, Binance Futures",1000SHIB/USDT,Stopped Out,Isolated (7.0X),Short,0,2 hr 24 min,-4.6917,100.0,2,0.005968,2,0.005929-0.005969,0.005949,,,,,,,,,,,0.006008
2026-04-08 18:58:53,PnLTactics,,"Bitget Futures, Binance Futures, BloFin Futures, ByBit USDT",RED/USDT,Stopped Out,Isolated (7.0X),Short,0,3 hr 52 min,-16.3788,100.0,2,0.1795,2,0.1761-0.1795,0.1778,,,,,,,,,,,0.1837
2026-04-08 18:57:02,PnLTactics,,"BloFin Futures, KuCoin Futures, Bitget Futures, Binance Futures, BingX Futures, ByBit USDT, OKX Futures",HBAR/USDT,Partial Targets Achieved,Isolated (7.0X),Short,1,8 hr 49 min,4.1737,100.0,2,0.08945,2,0.08898-0.08945,0.089215,0.08832,,,,,,,,,,0.089215
2026-04-08 18:55:28,PnLTactics,,"HyperLiquid Futures, Binance Futures",1000SHIB/USDT,Stopped Out,Isolated (7.0X),Short,0,2 hr 32 min,-4.6327,100.0,2,0.0059685,2,0.005943-0.005969,0.005956,,,,,,,,,,,0.006008
2026-04-08 18:53:30,PnLTactics,,"KuCoin Futures, BingX Futures, Binance Futures, BloFin Futures",TRU/USDT,Stopped Out,Isolated (7.0X),Short,0,3 hr 27 min,-15.0063,100.0,2,0.00793,2,0.00781-0.00794,0.007875,,,,,,,,,,,0.0081
2026-04-08 18:49:43,PnLTactics,,"HyperLiquid Futures, Binance Futures",1000SHIB/USDT,Partial Targets Achieved,Isolated (7.0X),Short,2,20 hr 45 min,9.9465,100.0,2,0.005982,2,0.005943-0.005981,0.005962,0.005915,0.005861,,,,,,,,,0.005915
2026-04-08 18:44:32,PnLTactics,,"HyperLiquid Futures, Binance Futures",1000SHIB/USDT,Partial Targets Achieved,Isolated (7.0X),Short,2,20 hr 50 min,9.9448,100.0,2,0.005983,2,0.005946-0.005982,0.0059640000000000006,0.005916,0.005862,,,,,,,,,0.005916
2026-04-08 18:42:20,PnLTactics,,"BloFin Futures, BingX Futures, KuCoin Futures, Binance Futures",TRU/USDT,Stopped Out,Isolated (7.0X),Short,0,8 hr 28 min,-14.1423,100.0,2,0.007969,2,0.00783-0.00796,0.007895,,,,,,,,,,,0.00813
2026-04-08 18:29:26,PnLTactics,,"BingX Futures, BloFin Futures, KuCoin Futures, Binance Futures",TRU/USDT,Stopped Out,Isolated (7.0X),Short,0,8 hr 41 min,-14.0,100.0,2,0.008,2,0.00783-0.00799,0.00791,,,,,,,,,,,0.00816
2026-04-08 17:43:17,PnLTactics,,"Bitget Futures, Binance Futures, BloFin Futures, ByBit USDT",RED/USDT,Partial Targets Achieved,Isolated (7.0X),Short,1,6 hr 18 min,17.9785,100.0,2,0.18105,2,0.1753-0.1811,0.17820000000000003,0.1728,,,,,,,,,,0.17820000000000003
2026-04-08 17:30:43,PnLTactics,,"HyperLiquid Futures, Binance Futures",1000SHIB/USDT,Partial Targets Achieved,Isolated (7.0X),Short,2,22 hr 17 min,9.8098,100.0,2,0.005994,2,0.005951-0.005994,0.0059725,0.005928,0.005874,,,,,,,,,0.005928
2026-04-08 17:25:02,PnLTactics,,"HyperLiquid Futures, Binance Futures",1000SHIB/USDT,Partial Targets Achieved,Isolated (7.0X),Short,2,22 hr 12 min,9.9349,100.0,2,0.005989,2,0.005951-0.005988,0.0059695,0.005922,0.005868,,,,,,,,,0.005922
2026-04-08 17:23:22,PnLTactics,,"BloFin Futures, BingX Futures, KuCoin Futures, Binance Futures",TRU/USDT,Stopped Out,Isolated (7.0X),Short,0,9 hr 47 min,-17.4978,100.0,2,0.007961,2,0.00784-0.00796,0.0079,,,,,,,,,,,0.00816
2026-04-08 17:14:09,PnLTactics,,"Binance Futures, Bitget Futures, BloFin Futures, ByBit USDT",RED/USDT,Partial Targets Achieved,Isolated (7.0X),Short,2,22 hr 23 min,43.7865,100.0,2,0.17985,2,0.1765-0.1799,0.1782,0.171,0.1638,,,,,,,,,0.171
2026-04-08 17:12:20,PnLTactics,,"Binance Futures, KuCoin Futures, BingX Futures, BloFin Futures",TRU/USDT,Stopped Out,Isolated (7.0X),Short,0,9 hr 58 min,-17.3453,100.0,2,0.008031,2,0.00783-0.00803,0.00793,,,,,,,,,,,0.00823
2026-04-08 17:09:05,PnLTactics,,"Binance Futures, Bitget Futures, BloFin Futures, ByBit USDT",RED/USDT,Stopped Out,Isolated (7.0X),Short,0,5 hr 48 min,-19.9108,100.0,2,0.1793,2,0.1765-0.1791,0.1778,,,,,,,,,,,0.1844
2026-04-08 16:03:18,PnLTactics,,"BloFin Futures, ByBit USDT, Bitget Futures, Binance Futures",RED/USDT,All Targets Achieved,Isolated (7.0X),Short,3,1 day 20 hr,76.4608,100.0,2,0.18426,2,0.178-0.1818,0.1799,0.1724,0.1647,0.1553,,,,,,,,
2026-04-08 15:41:43,PnLTactics,,"BloFin Futures, ByBit USDT, Bitget Futures, Binance Futures",RED/USDT,Partial Targets Achieved,Isolated (7.0X),Short,2,1 day,52.8552,100.0,2,0.18475,2,0.1748-0.183,0.1789,0.1734,0.1656,,,,,,,,,0.1734
2026-04-08 15:26:17,PnLTactics,,"BloFin Futures, ByBit USDT, Bitget Futures, Binance Futures",RED/USDT,All Targets Achieved,Isolated (6.0X),Short,3,1 day 20 hr,64.1263,100.0,2,0.1837,2,0.1776-0.1818,0.1797,0.1724,0.1646,0.1552,,,,,,,,
2026-04-08 14:45:50,PnLTactics,,"BingX Futures, BloFin Futures, KuCoin Futures, Binance Futures",TRU/USDT,Stopped Out,Isolated (6.0X),Short,0,12 hr 28 min,-18.854,100.0,2,0.008115,2,0.00793-0.00812,0.008025000000000001,,,,,,,,,,,0.00837
2026-04-08 14:39:48,PnLTactics,,"BingX Futures, KuCoin Futures, BloFin Futures, Binance Futures",TRU/USDT,Stopped Out,Isolated (6.0X),Short,0,12 hr 31 min,-18.6335,100.0,2,0.00805,2,0.00793-0.00805,0.00799,,,,,,,,,,,0.0083
2026-04-08 13:10:45,PnLTactics,,"Bitget Futures, Binance Futures, BloFin Futures, ByBit USDT",RED/USDT,Partial Targets Achieved,Isolated (5.0X),Short,1,11 hr 3 min,12.2596,100.0,2,0.18285,2,0.1785-0.1831,0.18080000000000002,0.1735,,,,,,,,,,0.18080000000000002
