Date,Chat Name,Creator,Exchanges,Symbol,Status,Leverage,Direction,Last Target,Signal Gained Profit %,Entry Targets % Filled,Number Of Filled Entry Targets,Number Of Entry Targets
12/20/2024 12:00,IRONS -T,,"Binance Futures, ByBit USDT, Bitget Futures, KuCoin Futures",LEVER/USDT,Stopped Out,Cross (10.0X),Short,0,-220.339,100,1,1
12/20/2024 12:00,IRONS -T,,"ByBit USDT, Binance Futures, Bitget Futures, KuCoin Futures, OKX Futures",ONT/USDT,Stopped Out,Cross (10.0X),Short,0,-150.0514,100,1,1
12/20/2024 12:00,IRONS -T,,ByBit USDT,MBL/USDT,Stopped Out,Cross (10.0X),Short,0,-149.8569,100,1,1
12/20/2024 12:00,IRONS -T,,"Bitget Futures, ByBit USDT, Binance Futures, KuCoin Futures, OKX Futures",GMT/USDT,Stopped Out,Cross (10.0X),Short,0,-219.6669,100,1,1
12/20/2024 10:30,IRONS -T,,"KuCoin Futures, OKX Futures, ByBit USDT, Bitget Futures, Binance Futures",ONT/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.7852,100,1,1
12/20/2024 10:00,IRONS -T,,"ByBit USDT, Bitget Futures, OKX Futures, KuCoin Futures, Binance Futures",MKR/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.979,100,1,1
12/20/2024 9:45,IRONS -T,,"OKX Futures, Bitget Futures, Binance Futures, ByBit USDT",GLM/USDT,All Targets Achieved,Cross (10.0X),Short,1,44.9539,100,1,1
12/20/2024 9:00,IRONS -T,,"KuCoin Futures, Binance Futures, Bitget Futures, OKX Futures, ByBit USDT",ADA/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.943,100,1,1
12/20/2024 9:00,IRONS -T,,"Bitget Futures, KuCoin Futures, OKX Futures, Binance Futures, ByBit USDT",ATOM/USDT,All Targets Achieved,Cross (10.0X),Short,1,44.9474,100,1,1
12/20/2024 9:00,IRONS -T,,"KuCoin Futures, OKX Futures, Binance Futures, ByBit USDT, Bitget Futures",DYDX/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.086,100,1,1
12/20/2024 9:00,IRONS -T,,"OKX Futures, Bitget Futures, KuCoin Futures, Binance Futures, ByBit USDT",ICP/USDT,All Targets Achieved,Cross (10.0X),Short,1,44.9798,100,1,1
12/20/2024 9:00,IRONS -T,,"KuCoin Futures, ByBit USDT",WAVES/USDT,All Targets Achieved,Cross (10.0X),Short,1,45.0185,100,1,1
12/20/2024 9:00,IRONS -T,,"OKX Futures, Bitget Futures, Binance Futures, KuCoin Futures, ByBit USDT",ONDO/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.9774,100,1,1
12/20/2024 9:00,IRONS -T,,"KuCoin Futures, OKX Futures, Bitget Futures, Binance Futures, ByBit USDT",EOS/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.909,100,1,1
12/20/2024 9:00,IRONS -T,,"OKX Futures, KuCoin Futures, Bitget Futures, ByBit USDT, Binance Futures",AR/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.9963,100,1,1
12/20/2024 9:00,IRONS -T,,"ByBit USDT, KuCoin Futures, Binance Futures",LINA/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.5455,100,1,1
12/20/2024 9:00,IRONS -T,,"KuCoin Futures, ByBit USDT, Bitget Futures, Binance Futures",IOTX/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.0292,100,1,1
12/20/2024 8:30,IRONS -T,,"KuCoin Futures, Bitget Futures, ByBit USDT, OKX Futures, Binance Futures",JUP/USDT,All Targets Achieved,Cross (10.0X),Short,1,45.0439,100,1,1
12/20/2024 8:00,IRONS -T,,"Bitget Futures, KuCoin Futures, Binance Futures, ByBit USDT",HOOK/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.9734,100,1,1
12/20/2024 8:00,IRONS -T,,"KuCoin Futures, ByBit USDT, Binance Futures",TOKEN/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.9672,100,1,1
12/20/2024 8:00,IRONS -T,,"KuCoin Futures, Bitget Futures, ByBit USDT, Binance Futures",PHB/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.9747,100,1,1
12/20/2024 8:00,IRONS -T,,"KuCoin Futures, OKX Futures, Binance Futures, ByBit USDT, Bitget Futures",ALPHA/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.0048,100,1,1
12/20/2024 8:00,IRONS -T,,"KuCoin Futures, ByBit USDT, Bitget Futures, Binance Futures",CTSI/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.8701,100,1,1
12/20/2024 8:00,IRONS -T,,"Bitget Futures, ByBit USDT, OKX Futures, Binance Futures",IOST/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.9815,100,1,1
12/20/2024 8:00,IRONS -T,,"Binance Futures, ByBit USDT",ZEN/USDT,All Targets Achieved,Cross (10.0X),Long,1,29.9817,100,1,1
12/20/2024 8:00,IRONS -T,,"KuCoin Futures, OKX Futures, Bitget Futures, Binance Futures, ByBit USDT",CHZ/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.0489,100,1,1
12/20/2024 8:00,IRONS -T,,"KuCoin Futures, Binance Futures, Bitget Futures, OKX Futures, ByBit USDT",ICX/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.03,100,1,1
12/20/2024 6:45,IRONS -T,,"KuCoin Futures, ByBit USDT, Binance Futures, Bitget Futures",XVS/USDT,All Targets Achieved,Cross (10.0X),Short,1,44.9477,100,1,1
12/19/2024 21:00,IRONS -T,,"Bitget Futures, KuCoin Futures, OKX Futures, ByBit USDT, Binance Futures",SUI/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.998,100,1,1
12/19/2024 20:15,IRONS -T,,"KuCoin Futures, OKX Futures, Bitget Futures, ByBit USDT",CRO/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.005,100,1,1
12/19/2024 20:03,IRONS -T,,ByBit USDT,AIOZ/USDT,Cancelled,Cross (10.0X),Short,0,0,0,0,1
12/19/2024 20:03,IRONS -T,,"KuCoin Futures, Bitget Futures, ByBit USDT, Binance Futures",NKN/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.0213,100,1,1
12/19/2024 20:03,IRONS -T,,"Binance Futures, Bitget Futures, ByBit USDT, KuCoin Futures",ASTR/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.1473,100,1,1
12/19/2024 20:03,IRONS -T,,"KuCoin Futures, ByBit USDT, Binance Futures",EDU/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.982,100,1,1
12/19/2024 20:03,IRONS -T,,"KuCoin Futures, Bitget Futures, Binance Futures, ByBit USDT",ENA/USDT,Cancelled,Cross (10.0X),Short,0,0,0,0,1
12/19/2024 20:03,IRONS -T,,"OKX Futures, ByBit USDT, KuCoin Futures, Bitget Futures, Binance Futures",CHZ/USDT,Cancelled,Cross (10.0X),Short,0,0,0,0,1
12/19/2024 20:03,IRONS -T,,"KuCoin Futures, Bitget Futures, Binance Futures, ByBit USDT",POWR/USDT,All Targets Achieved,Cross (10.0X),Short,1,45.1527,100,1,1
12/19/2024 20:03,IRONS -T,,"Bitget Futures, OKX Futures, Binance Futures, ByBit USDT",BICO/USDT,All Targets Achieved,Cross (10.0X),Short,1,44.9198,100,1,1
12/19/2024 20:03,IRONS -T,,"Bitget Futures, ByBit USDT, OKX Futures, Binance Futures, KuCoin Futures",LRC/USDT,All Targets Achieved,Cross (10.0X),Short,1,45.1354,100,1,1
12/19/2024 20:03,IRONS -T,,"OKX Futures, Bitget Futures, KuCoin Futures, ByBit USDT, Binance Futures",XTZ/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.6108,100,1,1
12/19/2024 20:00,IRONS -T,,"OKX Futures, Bitget Futures, ByBit USDT, KuCoin Futures, Binance Futures",ALPHA/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.9685,100,1,1
12/19/2024 20:00,IRONS -T,,"Bitget Futures, ByBit USDT, OKX Futures, KuCoin Futures, Binance Futures",LRC/USDT,All Targets Achieved,Cross (10.0X),Short,1,45.1354,100,1,1
12/19/2024 20:00,IRONS -T,,"ByBit USDT, Binance Futures, KuCoin Futures, Bitget Futures",VET/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.989,100,1,1
12/19/2024 20:00,IRONS -T,,"OKX Futures, Bitget Futures, ByBit USDT, KuCoin Futures, Binance Futures",SOL/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.9917,100,1,1
12/19/2024 20:00,IRONS -T,,"OKX Futures, Bitget Futures, KuCoin Futures, Binance Futures, ByBit USDT",GMT/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.8932,100,1,1
12/19/2024 20:00,IRONS -T,,"OKX Futures, KuCoin Futures, ByBit USDT, Bitget Futures, Binance Futures",CHZ/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.9918,100,1,1
